municipio,anio,seccion,partido,votos,porcentaje,votos_positivos,participacion_pct,intendente_electo,total_electores
LOBERIA,2021,5,"FRENTE VAMOS CON VOS",371,3.74,9919,67.3,"",14738
LOBERIA,2023,5,"JUNTOS POR EL CAMBIO",5382,59.29,9077,60.62,"Pablo Javier BARRENA",14974
LOBERIA,2023,5,"UNION POR LA PATRIA",3695,40.71,9077,60.62,"Pablo Javier BARRENA",14974
LOBERIA,2025,5,"ALIANZA SOMOS BUENOS AIRES",3364,39.76,8460,56.6,"",14947
LOBERIA,2025,5,"ALIANZA FUERZA PATRIA",3251,38.43,8460,56.6,"",14947
LOBERIA,2025,5,"ALIANZA LA LIBERTAD AVANZA",1845,21.81,8460,56.6,"",14947
LOBOS,2013,3,"ALIANZA FRENTE PARA LA VICTORIA",7401,33.44,22130,77.4,"",28591
LOBOS,2013,3,"UNION VECINAL CONSERVADORA DE LOBOS",6087,27.51,22130,77.4,"",28591
LOBOS,2013,3,"FRENTE RENOVADOR",5107,23.08,22130,77.4,"",28591
LOBOS,2013,3,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2828,12.78,22130,77.4,"",28591
LOBOS,2013,3,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",707,3.19,22130,77.4,"",28591
LOBOS,2015,3,"ALIANZA CAMBIEMOS BUENOS AIRES",11370,49.33,23051,76.53,"Jorge Oscar ETCHEVERRY",30122
LOBOS,2015,3,"ALIANZA FRENTE PARA LA VICTORIA",9443,40.97,23051,76.53,"Jorge Oscar ETCHEVERRY",30122
LOBOS,2015,3,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",2238,9.71,23051,76.53,"Jorge Oscar ETCHEVERRY",30122
LOBOS,2017,3,"ALIANZA CAMBIEMOS BUENOS AIRES",13470,55.3,24356,77.91,"",31260
LOBOS,2017,3,"ALIANZA UNIDAD CIUDADANA",6235,25.6,24356,77.91,"",31260
LOBOS,2017,3,"ALIANZA 1 PAIS",1991,8.17,24356,77.91,"",31260
LOBOS,2017,3,"ALIANZA FRENTE JUSTICIALISTA",1738,7.14,24356,77.91,"",31260
LOBOS,2017,3,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",922,3.79,24356,77.91,"",31260
LOBOS,2019,3,"JUNTOS POR EL CAMBIO",13784,53.58,25726,79.91,"Jorge Oscar ETCHEVERRY",32195
LOBOS,2019,3,"FRENTE DE TODOS",10632,41.33,25726,79.91,"Jorge Oscar ETCHEVERRY",32195
LOBOS,2019,3,"PRIMERO LOBOS",757,2.94,25726,79.91,"Jorge Oscar ETCHEVERRY",32195
LOBOS,2019,3,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",426,1.66,25726,79.91,"Jorge Oscar ETCHEVERRY",32195
LOBOS,2019,3,"FRENTE NOS",127,0.49,25726,79.91,"Jorge Oscar ETCHEVERRY",32195
LOBOS,2021,3,"ALIANZA JUNTOS",12726,57.15,22269,67.88,"",32808
LOBOS,2021,3,"FRENTE DE TODOS",6006,26.97,22269,67.88,"",32808
LOBOS,2021,3,"AGRUPACION MUNICIPAL PRIMERO LOBOS",1565,7.03,22269,67.88,"",32808
LOBOS,2021,3,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",1008,4.53,22269,67.88,"",32808
LOBOS,2021,3,"FRENTE VAMOS CON VOS",736,3.31,22269,67.88,"",32808
LOBOS,2021,3,"UNION POR TODOS",228,1.02,22269,67.88,"",32808
LOBOS,2023,3,"JUNTOS POR EL CAMBIO",10497,43.53,24117,71.42,"Jorge Oscar ETCHEVERRY",33769
LOBOS,2023,3,"UNION POR LA PATRIA",9102,37.74,24117,71.42,"Jorge Oscar ETCHEVERRY",33769
LOBOS,2023,3,"LA LIBERTAD AVANZA",3924,16.27,24117,71.42,"Jorge Oscar ETCHEVERRY",33769
LOBOS,2023,3,"AGRUPACION MUNICIPAL PRIMERO LOBOS",594,2.46,24117,71.42,"Jorge Oscar ETCHEVERRY",33769
LOBOS,2025,3,"ALIANZA FUERZA PATRIA",8396,40.2,20884,61.06,"",34203
LOBOS,2025,3,"ALIANZA LA LIBERTAD AVANZA",6508,31.16,20884,61.06,"",34203
LOBOS,2025,3,"UNION VECINAL CONSERVADORA DE LOBOS",3364,16.11,20884,61.06,"",34203
LOBOS,2025,3,"ALIANZA SOMOS BUENOS AIRES",2206,10.56,20884,61.06,"",34203
LOBOS,2025,3,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",410,1.96,20884,61.06,"",34203
LOMAS DE ZAMORA,2013,3,"ALIANZA FRENTE PARA LA VICTORIA",171858,48.33,355570,74.95,"",474410
LOMAS DE ZAMORA,2013,3,"FRENTE RENOVADOR",112504,31.64,355570,74.95,"",474410
LOMAS DE ZAMORA,2013,3,"FRENTE PROGRESISTA CIVICO Y SOCIAL",34882,9.81,355570,74.95,"",474410
LOMAS DE ZAMORA,2013,3,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",21654,6.09,355570,74.95,"",474410
LOMAS DE ZAMORA,2013,3,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",13043,3.67,355570,74.95,"",474410
LOMAS DE ZAMORA,2013,3,"COMPROMISO FEDERAL",1629,0.46,355570,74.95,"",474410
LOMAS DE ZAMORA,2015,3,"ALIANZA FRENTE PARA LA VICTORIA",175216,47.7,367315,71.56,"Martin INSAURRALDE",513321
LOMAS DE ZAMORA,2015,3,"ALIANZA CAMBIEMOS BUENOS AIRES",98567,26.83,367315,71.56,"Martin INSAURRALDE",513321
LOMAS DE ZAMORA,2015,3,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",60956,16.6,367315,71.56,"Martin INSAURRALDE",513321
LOMAS DE ZAMORA,2015,3,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",17339,4.72,367315,71.56,"Martin INSAURRALDE",513321
LOMAS DE ZAMORA,2015,3,"ALIANZA PROGRESISTAS",15237,4.15,367315,71.56,"Martin INSAURRALDE",513321
LOMAS DE ZAMORA,2017,3,"ALIANZA UNIDAD CIUDADANA",172574,44.99,383615,72.49,"",529163
LOMAS DE ZAMORA,2017,3,"ALIANZA CAMBIEMOS BUENOS AIRES",133141,34.71,383615,72.49,"",529163
LOMAS DE ZAMORA,2017,3,"ALIANZA 1 PAIS",36681,9.56,383615,72.49,"",529163
LOMAS DE ZAMORA,2017,3,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",22709,5.92,383615,72.49,"",529163
LOMAS DE ZAMORA,2017,3,"ALIANZA FRENTE JUSTICIALISTA",18510,4.83,383615,72.49,"",529163
LOMAS DE ZAMORA,2019,3,"FRENTE DE TODOS",235262,59.31,396667,73.08,"Martín INSAURRALDE",542784
LOMAS DE ZAMORA,2019,3,"JUNTOS POR EL CAMBIO",118902,29.98,396667,73.08,"Martín INSAURRALDE",542784
LOMAS DE ZAMORA,2019,3,"CONSENSO FEDERAL",22544,5.68,396667,73.08,"Martín INSAURRALDE",542784
LOMAS DE ZAMORA,2019,3,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",14849,3.74,396667,73.08,"Martín INSAURRALDE",542784
LOMAS DE ZAMORA,2019,3,"FRENTE NOS",5110,1.29,396667,73.08,"Martín INSAURRALDE",542784
LOMAS DE ZAMORA,2021,3,"FRENTE DE TODOS",173712,47.34,366927,65.4,"",561023
LOMAS DE ZAMORA,2021,3,"ALIANZA JUNTOS",122349,33.34,366927,65.4,"",561023
LOMAS DE ZAMORA,2021,3,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",28144,7.67,366927,65.4,"",561023
LOMAS DE ZAMORA,2021,3,"ALIANZA AVANZA LIBERTAD",28063,7.65,366927,65.4,"",561023
LOMAS DE ZAMORA,2021,3,"FRENTE VAMOS CON VOS",14659,4,366927,65.4,"",561023
LOMAS DE ZAMORA,2023,3,"UNION POR LA PATRIA",197942,49.82,397313,69,"Otermin FEDERICO",575820
LOMAS DE ZAMORA,2023,3,"JUNTOS POR EL CAMBIO",101313,25.5,397313,69,"Otermin FEDERICO",575820
LOMAS DE ZAMORA,2023,3,"LA LIBERTAD AVANZA",80258,20.2,397313,69,"Otermin FEDERICO",575820
LOMAS DE ZAMORA,2023,3,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",17800,4.48,397313,69,"Otermin FEDERICO",575820
LOMAS DE ZAMORA,2025,3,"ALIANZA FUERZA PATRIA",201508,56.41,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA LA LIBERTAD AVANZA",98834,27.67,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",17303,4.84,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA NUEVOS AIRES",10924,3.06,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"PARTIDO LIBERTARIO",7051,1.97,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA SOMOS BUENOS AIRES",6207,1.74,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA UNION Y LIBERTAD",4057,1.14,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA POTENCIA",2136,0.6,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"MOVIMIENTO AVANZADA SOCIALISTA",2020,0.57,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA UNION LIBERAL",1741,0.49,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"PARTIDO POLITICA OBRERA",1679,0.47,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"PARTIDO FRENTE PATRIOTA FEDERAL",990,0.28,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"VALORES REPUBLICANOS",974,0.27,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"CONSTRUYENDO PORVENIR",903,0.25,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"PARTIDO TIEMPO DE TODOS",849,0.24,357242,60.97,"",585956
LOMAS DE ZAMORA,2025,3,"ALIANZA ES CON VOS ES CON NOSOTROS",66,0.02,357242,60.97,"",585956
LUJAN,2013,1,"FRENTE RENOVADOR",18823,30.78,61155,76.06,"",80400
LUJAN,2013,1,"FRENTE PROGRESISTA CIVICO Y SOCIAL",14415,23.57,61155,76.06,"",80400
LUJAN,2013,1,"ALIANZA FRENTE PARA LA VICTORIA",14121,23.09,61155,76.06,"",80400
LUJAN,2013,1,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",5774,9.44,61155,76.06,"",80400
LUJAN,2013,1,"MAREA POPULAR",2679,4.38,61155,76.06,"",80400
LUJAN,2013,1,"FRENTE SOCIAL DE LA PROVINCIA DE BUENOS",2539,4.15,61155,76.06,"",80400
LUJAN,2013,1,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",1814,2.97,61155,76.06,"",80400
LUJAN,2013,1,"COMPROMISO FEDERAL",990,1.62,61155,76.06,"",80400
LUJAN,2015,1,"ALIANZA CAMBIEMOS BUENOS AIRES",27720,44.55,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2015,1,"ALIANZA FRENTE PARA LA VICTORIA",20760,33.37,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2015,1,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",9737,15.65,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2015,1,"ALIANZA PROGRESISTAS",1793,2.88,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2015,1,"PATRIA GRANDE",1451,2.33,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2015,1,"ALIANZA COMPROMISO FEDERAL",759,1.22,62220,73.13,"Oscar Ernesto LUCIANI",85087
LUJAN,2017,1,"ALIANZA CAMBIEMOS BUENOS AIRES",32211,48.78,66030,73.97,"",89269
LUJAN,2017,1,"ALIANZA UNIDAD CIUDADANA",17638,26.71,66030,73.97,"",89269
LUJAN,2017,1,"ALIANZA 1 PAIS",7124,10.79,66030,73.97,"",89269
LUJAN,2017,1,"ALIANZA FRENTE JUSTICIALISTA",3871,5.86,66030,73.97,"",89269
LUJAN,2017,1,"ALIANZA VAMOS",3001,4.54,66030,73.97,"",89269
LUJAN,2017,1,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",2185,3.31,66030,73.97,"",89269
LUJAN,2019,1,"FRENTE DE TODOS",31593,45.13,70004,76.32,"Boto "LEO"",91720
LUJAN,2019,1,"JUNTOS POR EL CAMBIO",28757,41.08,70004,76.32,"Boto "LEO"",91720
LUJAN,2019,1,"SOMOS LUJAN",4103,5.86,70004,76.32,"Boto "LEO"",91720
LUJAN,2019,1,"CONSENSO FEDERAL",3864,5.52,70004,76.32,"Boto "LEO"",91720
LUJAN,2019,1,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",1687,2.41,70004,76.32,"Boto "LEO"",91720
LUJAN,2021,1,"ALIANZA JUNTOS",27503,43.48,63251,67.31,"",93966
LUJAN,2021,1,"FRENTE DE TODOS",24775,39.17,63251,67.31,"",93966
LUJAN,2021,1,"ALIANZA AVANZA LIBERTAD",4700,7.43,63251,67.31,"",93966
LUJAN,2021,1,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",3402,5.38,63251,67.31,"",93966
LUJAN,2021,1,"FRENTE VAMOS CON VOS",2871,4.54,63251,67.31,"",93966
LUJAN,2023,1,"UNION POR LA PATRIA",40283,59.1,68163,69.56,"Boto LEO",97993
LUJAN,2023,1,"JUNTOS POR EL CAMBIO",14298,20.98,68163,69.56,"Boto LEO",97993
LUJAN,2023,1,"LA LIBERTAD AVANZA",12094,17.74,68163,69.56,"Boto LEO",97993
LUJAN,2023,1,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",1488,2.18,68163,69.56,"Boto LEO",97993
LUJAN,2025,1,"ALIANZA FUERZA PATRIA",32241,55.09,58522,58.22,"",100513
LUJAN,2025,1,"ALIANZA LA LIBERTAD AVANZA",18444,31.52,58522,58.22,"",100513
LUJAN,2025,1,"ALIANZA NUEVOS AIRES",1644,2.81,58522,58.22,"",100513
LUJAN,2025,1,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1298,2.22,58522,58.22,"",100513
LUJAN,2025,1,"ALIANZA SOMOS BUENOS AIRES",1184,2.02,58522,58.22,"",100513
LUJAN,2025,1,"CONSTRUYENDO PORVENIR",1173,2,58522,58.22,"",100513
LUJAN,2025,1,"ALIANZA UNION LIBERAL",1061,1.81,58522,58.22,"",100513
LUJAN,2025,1,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",729,1.25,58522,58.22,"",100513
LUJAN,2025,1,"ALIANZA ES CON VOS ES CON NOSOTROS",560,0.96,58522,58.22,"",100513
LUJAN,2025,1,"PARTIDO TIEMPO DE TODOS",188,0.32,58522,58.22,"",100513
MAGDALENA,2013,3,"FRENTE PROGRESISTA CIVICO Y SOCIAL",3622,35.72,10141,73.17,"",13860
MAGDALENA,2013,3,"ALIANZA FRENTE PARA LA VICTORIA",3456,34.08,10141,73.17,"",13860
MAGDALENA,2013,3,"FRENTE RENOVADOR",2361,23.28,10141,73.17,"",13860
MAGDALENA,2013,3,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",509,5.02,10141,73.17,"",13860
MAGDALENA,2013,3,"FRENTE POPULAR DEMOCRATICO Y SOCIAL",193,1.9,10141,73.17,"",13860
MAGDALENA,2015,3,"ALIANZA CAMBIEMOS BUENOS AIRES",4470,41.68,10725,74.84,"Gonzalo Martín PELUSO",14331
MAGDALENA,2015,3,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",3318,30.94,10725,74.84,"Gonzalo Martín PELUSO",14331
MAGDALENA,2015,3,"ALIANZA FRENTE PARA LA VICTORIA",2937,27.38,10725,74.84,"Gonzalo Martín PELUSO",14331
MAGDALENA,2017,3,"ALIANZA CAMBIEMOS BUENOS AIRES",5803,52.41,11073,74.26,"",14912
MAGDALENA,2017,3,"ALIANZA UNIDAD CIUDADANA",2768,25,11073,74.26,"",14912
MAGDALENA,2017,3,"ALIANZA 1 PAIS",1923,17.37,11073,74.26,"",14912
MAGDALENA,2017,3,"ALIANZA FRENTE JUSTICIALISTA",579,5.23,11073,74.26,"",14912
MAGDALENA,2019,3,"JUNTOS POR EL CAMBIO",6848,58.84,11639,76.51,"Gonzalo Martín PELUSO",15213
MAGDALENA,2019,3,"FRENTE DE TODOS",4386,37.68,11639,76.51,"Gonzalo Martín PELUSO",15213
MAGDALENA,2019,3,"CONSENSO FEDERAL",405,3.48,11639,76.51,"Gonzalo Martín PELUSO",15213
MAGDALENA,2021,3,"ALIANZA JUNTOS",5678,55.37,10255,65.73,"",15601
MAGDALENA,2021,3,"FRENTE DE TODOS",3231,31.51,10255,65.73,"",15601
MAGDALENA,2021,3,"FRENTE VAMOS CON VOS",878,8.56,10255,65.73,"",15601
MAGDALENA,2021,3,"PARTIDO UNION CELESTE Y BLANCO",468,4.56,10255,65.73,"",15601
MAGDALENA,2023,3,"JUNTOS POR EL CAMBIO",4903,41.64,11775,72.36,"Lisandro Fabián HOURCADE",16272
MAGDALENA,2023,3,"UNION POR LA PATRIA",2769,23.52,11775,72.36,"Lisandro Fabián HOURCADE",16272
MAGDALENA,2023,3,"ESPACIO DE PENSAMIENTO Y ACCION DE",2697,22.9,11775,72.36,"Lisandro Fabián HOURCADE",16272
MAGDALENA,2023,3,"LA LIBERTAD AVANZA",1406,11.94,11775,72.36,"Lisandro Fabián HOURCADE",16272
MAGDALENA,2025,3,"ALIANZA SOMOS BUENOS AIRES",3135,30.7,10211,60.93,"",16758
MAGDALENA,2025,3,"ALIANZA FUERZA PATRIA",2645,25.9,10211,60.93,"",16758
MAGDALENA,2025,3,"ESP. DE PENSAMIENTO Y ACCION DE MAGDALENA",2538,24.86,10211,60.93,"",16758
MAGDALENA,2025,3,"ALIANZA LA LIBERTAD AVANZA",1893,18.54,10211,60.93,"",16758
MAIPU,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",3452,46.57,7412,80.17,"",9245
MAIPU,2013,5,"FRENTE RENOVADOR",2681,36.17,7412,80.17,"",9245
MAIPU,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",1279,17.26,7412,80.17,"",9245
MAIPU,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",4253,57.69,7372,77.6,"Matías RAPPALLINI",9500
MAIPU,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",2119,28.74,7372,77.6,"Matías RAPPALLINI",9500
MAIPU,2015,5,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1000,13.56,7372,77.6,"Matías RAPPALLINI",9500
MAIPU,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",3355,44.56,7529,76.27,"",9871
MAIPU,2017,5,"ALIANZA 1 PAIS",2521,33.48,7529,76.27,"",9871
MAIPU,2017,5,"ALIANZA UNIDAD CIUDADANA",1653,21.96,7529,76.27,"",9871
MAIPU,2019,5,"JUNTOS POR EL CAMBIO",4212,50.29,8375,82.64,"Matías RAPPALLINI",10134
MAIPU,2019,5,"FRENTE DE TODOS",4163,49.71,8375,82.64,"Matías RAPPALLINI",10134
MAIPU,2021,5,"ALIANZA JUNTOS",3768,48.87,7711,75.87,"",10164
MAIPU,2021,5,"FRENTE DE TODOS",2986,38.72,7711,75.87,"",10164
MAIPU,2021,5,"UNION POR TODOS",957,12.41,7711,75.87,"",10164
MAIPU,2023,5,"JUNTOS POR EL CAMBIO",3854,47.4,8130,78.86,"Matías RAPPALLINI",10310
MAIPU,2023,5,"UNION POR LA PATRIA",2830,34.81,8130,78.86,"Matías RAPPALLINI",10310
MAIPU,2023,5,"LA LIBERTAD AVANZA",1446,17.79,8130,78.86,"Matías RAPPALLINI",10310
MAIPU,2025,5,"ALIANZA FUERZA PATRIA",2760,40.09,6885,66.77,"",10312
MAIPU,2025,5,"ALIANZA SOMOS BUENOS AIRES",2666,38.72,6885,66.77,"",10312
MAIPU,2025,5,"ALIANZA LA LIBERTAD AVANZA",1459,21.19,6885,66.77,"",10312
MALVINAS ARGENTINAS,2013,1,"FRENTE RENOVADOR",106796,58.46,182669,78.19,"",233628
MALVINAS ARGENTINAS,2013,1,"ALIANZA FRENTE PARA LA VICTORIA",50878,27.85,182669,78.19,"",233628
MALVINAS ARGENTINAS,2013,1,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",10820,5.92,182669,78.19,"",233628
MALVINAS ARGENTINAS,2013,1,"FRENTE PROGRESISTA CIVICO Y SOCIAL",7984,4.37,182669,78.19,"",233628
MALVINAS ARGENTINAS,2013,1,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",6191,3.39,182669,78.19,"",233628
MALVINAS ARGENTINAS,2015,1,"ALIANZA FRENTE PARA LA VICTORIA",86721,44.19,196257,77.75,"Leonardo Javier NARDINI",252435
MALVINAS ARGENTINAS,2015,1,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",83032,42.31,196257,77.75,"Leonardo Javier NARDINI",252435
MALVINAS ARGENTINAS,2015,1,"ALIANZA CAMBIEMOS BUENOS AIRES",18781,9.57,196257,77.75,"Leonardo Javier NARDINI",252435
MALVINAS ARGENTINAS,2015,1,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",5695,2.9,196257,77.75,"Leonardo Javier NARDINI",252435
MALVINAS ARGENTINAS,2015,1,"ALIANZA PROGRESISTAS",2028,1.03,196257,77.75,"Leonardo Javier NARDINI",252435
MALVINAS ARGENTINAS,2017,1,"ALIANZA UNIDAD CIUDADANA",99377,49.21,201951,75.81,"",266380
MALVINAS ARGENTINAS,2017,1,"ALIANZA CAMBIEMOS BUENOS AIRES",60905,30.16,201951,75.81,"",266380
MALVINAS ARGENTINAS,2017,1,"ALIANZA 1 PAIS",22476,11.13,201951,75.81,"",266380
MALVINAS ARGENTINAS,2017,1,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",11764,5.83,201951,75.81,"",266380
MALVINAS ARGENTINAS,2017,1,"ALIANZA FRENTE JUSTICIALISTA",7429,3.68,201951,75.81,"",266380
MALVINAS ARGENTINAS,2019,1,"FRENTE DE TODOS",145246,68.23,212889,77.56,"Nardini "LEO"",274491
MALVINAS ARGENTINAS,2019,1,"JUNTOS POR EL CAMBIO",51800,24.33,212889,77.56,"Nardini "LEO"",274491
MALVINAS ARGENTINAS,2019,1,"CONSENSO FEDERAL",7422,3.49,212889,77.56,"Nardini "LEO"",274491
MALVINAS ARGENTINAS,2019,1,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",5146,2.42,212889,77.56,"Nardini "LEO"",274491
MALVINAS ARGENTINAS,2019,1,"FRENTE NOS",3275,1.54,212889,77.56,"Nardini "LEO"",274491
MALVINAS ARGENTINAS,2021,1,"FRENTE DE TODOS",102005,52.37,194788,68.97,"",282413
MALVINAS ARGENTINAS,2021,1,"ALIANZA JUNTOS",51043,26.2,194788,68.97,"",282413
MALVINAS ARGENTINAS,2021,1,"ALIANZA AVANZA LIBERTAD",14047,7.21,194788,68.97,"",282413
MALVINAS ARGENTINAS,2021,1,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",13775,7.07,194788,68.97,"",282413
MALVINAS ARGENTINAS,2021,1,"FRENTE VAMOS CON VOS",7468,3.83,194788,68.97,"",282413
MALVINAS ARGENTINAS,2021,1,"PARTIDO UNION CELESTE Y BLANCO",6450,3.31,194788,68.97,"",282413
MALVINAS ARGENTINAS,2023,1,"UNION POR LA PATRIA",123201,59.98,205390,70.36,"Nardini LEO",291923
MALVINAS ARGENTINAS,2023,1,"LA LIBERTAD AVANZA",44041,21.44,205390,70.36,"Nardini LEO",291923
MALVINAS ARGENTINAS,2023,1,"JUNTOS POR EL CAMBIO",30529,14.86,205390,70.36,"Nardini LEO",291923
MALVINAS ARGENTINAS,2023,1,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",7619,3.71,205390,70.36,"Nardini LEO",291923
MALVINAS ARGENTINAS,2025,1,"ALIANZA FUERZA PATRIA",122944,68.14,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"ALIANZA LA LIBERTAD AVANZA",41188,22.83,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",4450,2.47,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"ALIANZA SOMOS BUENOS AIRES",3682,2.04,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"ALIANZA POTENCIA",1655,0.92,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"ALIANZA UNION Y LIBERTAD",1490,0.83,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"ALIANZA NUEVOS AIRES",1449,0.8,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"PARTIDO LIBERTARIO",779,0.43,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"CONSTRUYENDO PORVENIR",631,0.35,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"PARTIDO POLITICA OBRERA",604,0.33,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"MOVIMIENTO AVANZADA SOCIALISTA",495,0.27,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"VALORES REPUBLICANOS",442,0.24,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"PARTIDO FRENTE PATRIOTA FEDERAL",372,0.21,180440,60.44,"",298548
MALVINAS ARGENTINAS,2025,1,"PARTIDO TIEMPO DE TODOS",259,0.14,180440,60.44,"",298548
MAR CHIQUITA,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",6558,46.36,14147,72.37,"",19547
MAR CHIQUITA,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",4889,34.56,14147,72.37,"",19547
MAR CHIQUITA,2013,5,"FRENTE RENOVADOR",2700,19.09,14147,72.37,"",19547
MAR CHIQUITA,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",8092,48.17,16800,78.08,"Carlos Alberto RONDA",21516
MAR CHIQUITA,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",7319,43.57,16800,78.08,"Carlos Alberto RONDA",21516
MAR CHIQUITA,2015,5,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1083,6.45,16800,78.08,"Carlos Alberto RONDA",21516
MAR CHIQUITA,2015,5,"ALIANZA PROGRESISTAS",306,1.82,16800,78.08,"Carlos Alberto RONDA",21516
MAR CHIQUITA,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",8343,49.73,16777,71.11,"",23594
MAR CHIQUITA,2017,5,"ALIANZA UNIDAD CIUDADANA",5921,35.29,16777,71.11,"",23594
MAR CHIQUITA,2017,5,"ALIANZA 1 PAIS",1568,9.35,16777,71.11,"",23594
MAR CHIQUITA,2017,5,"ALIANZA FRENTE JUSTICIALISTA",624,3.72,16777,71.11,"",23594
MAR CHIQUITA,2017,5,"ALIANZA IZQUIERDA AL FRENTE POR EL",321,1.91,16777,71.11,"",23594
MAR CHIQUITA,2019,5,"FRENTE DE TODOS",9556,49.38,19351,75.28,"Jorge Alberto PAREDI",25705
MAR CHIQUITA,2019,5,"JUNTOS POR EL CAMBIO",8541,44.14,19351,75.28,"Jorge Alberto PAREDI",25705
MAR CHIQUITA,2019,5,"UNIDAD Y ACCION POR MAR CHIQUITA",650,3.36,19351,75.28,"Jorge Alberto PAREDI",25705
MAR CHIQUITA,2019,5,"CONSENSO FEDERAL",604,3.12,19351,75.28,"Jorge Alberto PAREDI",25705
